id,city,_pivot_event,_time_semester,street,road_type,road_type_recode,install_year,install_type,verify_install_year,verify_install_type,verify_install_comment,verify_upgrade1_year,verify_upgrade1_type,verify_upgrade1_comment,verify_upgrade2_year,verify_upgrade2_type,verify_upgrade2_comment,verify_misclass,no_verify_install_type,geometry_len_km,_pivot_column,_pivot_value,_pivot_year,_pivot_type,verify_date_raw_count,verify_date_type,verify_date,verify_date_start,verify_date_end,verify_date_prepost,verify_date_notes,_time_month,_time_quarter,_time_third,_time_half,_time_year,_time_month_group,_time_quarter_group,_time_third_group,_time_half_group,_time_semester_group,_time_year_group,geometry_wkb
"297131",vancouver,install,,E 45th Ave,Residential,Local,2013,Local Street,2013,LSB,,,,,,,,,Local Street,0.156606754603545,verify_install_date,,2013,LSB,,,,,,,,,,,,2013,,,,,,"2013","LINESTRING (-123.0952 49.22926, -123.0974 49.22929, -123.0974 49.22929)"
"297133",vancouver,install,,E 45th Ave,Residential,Local,2013,Local Street,2013,LSB,,,,,,,,,Local Street,0.0439906369781706,verify_install_date,,2013,LSB,,,,,,,,,,,,2013,,,,,,"2013","LINESTRING (-123.1003 49.22935, -123.1009 49.22936)"
"297160",vancouver,install,,W 59th Ave,Residential,Local,2012,Local Street,2012,LSB,,,,,,,,,Local Street,0.217686331096332,verify_install_date,,2012,LSB,,,,,,,,,,,,2012,,,,,,"2012","LINESTRING (-123.1409 49.21756, -123.1409 49.21757, -123.1409 49.21757, -123.1409 49.21757, -123.1409 49.21758, -123.1409 49.21758, -123.141 49.21759, -123.141 49.21759, -123.141 49.21759, -123.141 49.21759, -123.141 49.2176, -123.141 49.2176, -123.141 49.21761, -123.1411 49.21762, -123.1411 49.21762, -123.1411 49.21762, -123.1411 49.21762, -123.1411 49.21763, -123.1412 49.21763, -123.1412 49.21763, -123.1412 49.21763, -123.1412 49.21763, -123.1412 49.21763, -123.1412 49.21764, -123.1412 49.21764, -123.1412 49.21764, -123.1412 49.21764, -123.1412 49.21764, -123.1413 49.21764, -123.1413 49.21764, -123.1413 49.21764, -123.1413 49.21764, -123.1413 49.21764, -123.1413 49.21765, -123.1413 49.21765, -123.1413 49.21765, -123.1413 49.21765, -123.1414 49.21765, -123.1436 49.21768, -123.1439 49.21768)"
"297171",vancouver,install,,Prince Edward,Residential,Local,2012,Local Street,2012,LSB,,,,,,,,,Local Street,0.100643948160685,verify_install_date,,2012,LSB,,,,,,,,,,,,2012,,,,,,"2012","LINESTRING (-123.0971 49.23716, -123.0971 49.23671, -123.0971 49.23625)"
"297172",vancouver,install,,Prince Edward,Residential,Local,2012,Local Street,2012,LSB,,,,,,,,,Local Street,0.113804311369749,verify_install_date,,2012,LSB,,,,,,,,,,,,2012,,,,,,"2012","LINESTRING (-123.0968 49.2422, -123.0968 49.2422, -123.0969 49.24118)"
"297208",vancouver,upgrade1,,Burrard,Arterial,Arterial,1990,Protected Bike Lanes,1990,PL,"pl both sides prior to 2007 and up until upgrade: https://www.google.com/maps/@49.2710768,-123.1454727,3a,75y,171.24h,65.88t/data=!3m7!1e1!3m5!1s1xMnNLxsYoxgYqlpEPCorw!2e0!5s20070901T000000!7i3328!8i1664 .",2014,PBL,"sat data suggests upgrade beterrn March and May 2014 PBL-1 way both sides: https://www.google.com/maps/@49.2710399,-123.1453901,3a,75y,167.5h,70.92t/data=!3m7!1e1!3m5!1szaOB5h1loAzT5D_-AfAvoA!2e0!5s20140701T000000!7i13312!8i6657",,,,,,0.0365218849136544,verify_upgrade1_date,March-May 2014,2014,PBL,2,range,,2014/03/01,2014-05-31,,,,,,1,2014,,,,2014_1,,"2014","LINESTRING (-123.1454 49.27275, -123.1454 49.27259, -123.1454 49.27243)"
"297222",vancouver,install,,E 47th Ave,Residential,Local,2013,Local Street,2013,LSB,,,,,,,,,Local Street,0.0501509150497553,verify_install_date,,2013,LSB,,,,,,,,,,,,2013,,,,,,"2013","LINESTRING (-123.0772 49.22766, -123.0779 49.22767, -123.0779 49.22767, -123.0779 49.22767)"
"297256",vancouver,install,,E 47th Ave,Residential,Local,2013,Local Street,2013,LSB,,,,,,,,,Local Street,0.150541756884329,verify_install_date,,2013,LSB,,,,,,,,,,,,2013,,,,,,"2013","LINESTRING (-123.0779 49.22767, -123.08 49.2277)"
"297320",vancouver,install,,E 45th Ave,Residential,Local,2013,Local Street,2013,LSB,,,,,,,,,Local Street,0.0501718456109951,verify_install_date,,2013,LSB,,,,,,,,,,,,2013,,,,,,"2013","LINESTRING (-123.0886 49.22914, -123.0888 49.22914, -123.0893 49.22914)"
"297324",vancouver,install,,Duchess,Residential,Local,2020,Local Street,2020,LSB,,,,,,,,,Local Street,0.0440415711318861,verify_install_date,,2020,LSB,,,,,,,,,,,,2020,,,,,,"2020","LINESTRING (-123.0513 49.24065, -123.0513 49.24064, -123.0513 49.24063, -123.0513 49.24062, -123.0513 49.24061, -123.0513 49.24059, -123.0513 49.24058, -123.0514 49.24057, -123.0516 49.24032)"
"297331",vancouver,install,,Wales,Residential,Local,2020,Local Street,2020,LSB,,,,,,,,,Local Street,0.167599279719814,verify_install_date,,2020,LSB,,,,,,,,,,,,2020,,,,,,"2020","LINESTRING (-123.0518 49.23887, -123.0518 49.23737)"
"297344",vancouver,upgrade1,,NW Marine Dr,Sec Arterial,Collector,1990,Painted Lanes,1990,None,"This install shows no bikeways, shared road, section near lake has lanes, but it is likely used for car parking (e.g., https://www.google.com/maps/@49.273779,-123.2057008,3a,41.2y,6.48h,82.36t/data=!3m7!1e1!3m5!1ssPPKgRYsQhLazBzLlk0RSg!2e0!5s20070901T000",2017,PL,"PL both sides, installed 2017: https://www.google.com/maps/@49.272387,-123.2043683,3a,75y,116.11h,75.9t/data=!3m7!1e1!3m5!1ssDtL7iedxUMK3bGqCjFneQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DsDtL7iedxUMK3bGqCjFneQ%26c",,,,,,0.143347890121546,verify_upgrade1_date,Sept-Dec 2017,2017,PL,6,semester,,2017/09/01,2017-12-31,,,,,3,2,2017,,,2017_3,2017_2,,"2017","LINESTRING (-123.1995 49.26886, -123.2014 49.26889)"
"297348",vancouver,install,,Discovery,Residential,Local,2013,Local Street,2013,LSB,,,,,,,,,Local Street,0.0502331963047365,verify_install_date,,2013,LSB,,,,,,,,,,,,2013,,,,,,"2013","LINESTRING (-123.2031 49.26236, -123.2031 49.26191)"
"297374",vancouver,install,,York Ave,Residential,Local,2014,Local Street,2014,LSB,,,,,,,,,Local Street,0.0553656395095857,verify_install_date,,2014,LSB,,,,,,,,,,,,2014,,,,,,"2014","LINESTRING (-123.1649 49.27189, -123.165 49.27189, -123.1657 49.2719)"
"297427",vancouver,install,,York Ave,Residential,Local,2014,Local Street,2014,LSB,,,,,,,,,Local Street,0.072957082695011,verify_install_date,,2014,LSB,,,,,,,,,,,,2014,,,,,,"2014","LINESTRING (-123.1607 49.27179, -123.1597 49.27177, -123.1597 49.27177)"
"297449",vancouver,install,,Woodland Drive,Residential,Local,2013,Local Street,2013,LSB,,,,,,,,,Local Street,0.0302042403889024,verify_install_date,,2013,LSB,,,,,,,,,,,,2013,,,,,,"2013","LINESTRING (-123.0737 49.25778, -123.0737 49.25751)"
"297477",vancouver,install,,Prince Edward,Residential,Local,2012,Local Street,2012,LSB,,,,,,,,,Local Street,0.0619436751992075,verify_install_date,,2012,LSB,,,,,,,,,,,,2012,,,,,,"2012","LINESTRING (-123.0976 49.22187, -123.0976 49.22131)"
"297552",vancouver,install,,Prince Edward,Residential,Local,2012,Local Street,2012,LSB,,,,,,,,,Local Street,0.100421937081467,verify_install_date,,2012,LSB,,,,,,,,,,,,2012,,,,,,"2012","LINESTRING (-123.0973 49.23019, -123.0974 49.22974, -123.0974 49.22956, -123.0974 49.22929, -123.0974 49.22929)"
"297554",vancouver,install,,Prince Edward,Residential,Local,2012,Local Street,2012,LSB,,,,,,,,,Local Street,0.041749910208044,verify_install_date,,2012,LSB,,,,,,,,,,,,2012,,,,,,"2012","LINESTRING (-123.097 49.23925, -123.097 49.23888, -123.097 49.23888)"
"297575",vancouver,upgrade1,,Ontario,Residential,Local,1995,Protected Bike Lanes,1995,LSB,"SSNDL (no real infrastructure): https://www.google.com/maps/@49.2102426,-123.1067026,3a,75y,354.68h,71.14t/data=!3m7!1e1!3m5!1sv-ZSZvPPYCgoC-RozsWNnQ!2e0!5s20100401T000000!7i13312!8i6656",2012,PL,"briefly had PL In 2012: https://www.google.com/maps/@49.2122571,-123.1065013,3a,39.7y,207.1h,82.1t/data=!3m7!1e1!3m5!1sZWWhLn4OeMNkPLBhU-EQEw!2e0!5s20120601T000000!7i13312!8i6656",2013,PBL,"**recommend skipping the PL phase because there was construction going on at that time (https://www.google.com/maps/@49.2124752,-123.1065151,3a,15y,187.23h,85.27t/data=!3m7!1e1!3m5!1sDsG8grzmZIhq-DEs89ybQw!2e0!5s20120601T000000!7i13312!8i6656) PBL-2 way,",,,0.321620851880832,verify_upgrade1_date,,2012,PL,,,,,,,,,,,,2012,,,,,,"2012","LINESTRING (-123.1066 49.21232, -123.1066 49.21119, -123.1067 49.20943, -123.1067 49.20943)"
"297575",vancouver,upgrade2,,Ontario,Residential,Local,1995,Protected Bike Lanes,1995,LSB,"SSNDL (no real infrastructure): https://www.google.com/maps/@49.2102426,-123.1067026,3a,75y,354.68h,71.14t/data=!3m7!1e1!3m5!1sv-ZSZvPPYCgoC-RozsWNnQ!2e0!5s20100401T000000!7i13312!8i6656",2012,PL,"briefly had PL In 2012: https://www.google.com/maps/@49.2122571,-123.1065013,3a,39.7y,207.1h,82.1t/data=!3m7!1e1!3m5!1sZWWhLn4OeMNkPLBhU-EQEw!2e0!5s20120601T000000!7i13312!8i6656",2013,PBL,"**recommend skipping the PL phase because there was construction going on at that time (https://www.google.com/maps/@49.2124752,-123.1065151,3a,15y,187.23h,85.27t/data=!3m7!1e1!3m5!1sDsG8grzmZIhq-DEs89ybQw!2e0!5s20120601T000000!7i13312!8i6656) PBL-2 way,",,,0.321620851880832,verify_upgrade2_date,?,2013,PBL,2,,,,,,Not a date,,,,,2013,,,,,,"2013","LINESTRING (-123.1066 49.21232, -123.1066 49.21119, -123.1067 49.20943, -123.1067 49.20943)"
"297582",vancouver,install,,Quesnel Drive,Collector,Collector,2013,Local Street,2013,LSB,,,,,,,,,Local Street,0.0622631738449463,verify_install_date,,2013,LSB,,,,,,,,,,,,2013,,,,,,"2013","LINESTRING (-123.1683 49.24658, -123.1687 49.24705, -123.1687 49.24705)"
"297583",vancouver,install,,Quesnel Drive,Collector,Collector,2013,Local Street,2013,LSB,,,,,,,,,Local Street,0.0827740143334288,verify_install_date,,2013,LSB,,,,,,,,,,,,2013,,,,,,"2013","LINESTRING (-123.1694 49.24753, -123.1702 49.24795, -123.1702 49.24796, -123.1703 49.24801)"
"297605",vancouver,install,,Prince Edward,Residential,Local,2012,Local Street,2012,LSB,,,,,,,,,Local Street,0.0553597656570821,verify_install_date,,2012,LSB,,,,,,,,,,,,2012,,,,,,"2012","LINESTRING (-123.0968 49.2427, -123.0968 49.2422)"
"297665",vancouver,install,,Prince Edward,Residential,Local,2012,Local Street,2012,LSB,,,,,,,,,Local Street,0.015632675524283,verify_install_date,,2012,LSB,,,,,,,,,,,,2012,,,,,,"2012","LINESTRING (-123.0974 49.22748, -123.0974 49.22748, -123.0975 49.22734)"
"297669",vancouver,install,,Prince Edward,Residential,Local,2012,Local Street,2012,LSB,,,,,,,,,Local Street,0.0333042583371238,verify_install_date,,2012,LSB,,,,,,,,,,,,2012,,,,,,"2012","LINESTRING (-123.0972 49.233, -123.0972 49.2327)"
"297670",vancouver,install,,Prince Edward,Residential,Local,2012,Local Street,2012,LSB,,,,,,,,,Local Street,0.118286777796948,verify_install_date,,2012,LSB,,,,,,,,,,,,2012,,,,,,"2012","LINESTRING (-123.0971 49.23549, -123.0971 49.23534, -123.0971 49.23489, -123.0972 49.23443)"
"297677",vancouver,install,,Nicola,Arterial,Arterial,2012,Local Street,2012,LSB,,,,,,,,,Local Street,0.0650055228364655,verify_install_date,,2012,LSB,,,,,,,,,,,,2012,,,,,,"2012","LINESTRING (-123.1294 49.2898, -123.13 49.28938)"
"297679",vancouver,install,,Haro,Residential,Local,2012,Local Street,2012,LSB,,,,,,,,,Local Street,0.160743439477542,verify_install_date,,2012,LSB,,,,,,,,,,,,2012,,,,,,"2012","LINESTRING (-123.1365 49.29077, -123.1365 49.29077, -123.1375 49.29144, -123.1381 49.29179)"
"297685",vancouver,install,,Camosun,Residential,Local,2013,Local Street,2013,LSB,,,,,,,,,Local Street,0.0603050265317062,verify_install_date,,2013,LSB,,,,,,,,,,,,2013,,,,,,"2013","LINESTRING (-123.1971 49.25865, -123.1971 49.25811)"
"297740",vancouver,install,,Quadra,Residential,Local,2013,Local Street,2013,LSB,,,,,,,,,Local Street,0.0504009575365201,verify_install_date,,2013,LSB,,,,,,,,,,,,2013,,,,,,"2013","LINESTRING (-123.1792 49.2551, -123.1792 49.25465)"
"297779",vancouver,install,,Alexander,Residential,Local,2018,Local Street,2018,LSB,,,,,,,,,Local Street,0.0542346775453818,verify_install_date,,2018,LSB,,,,,,,,,,,,2018,,,,,,"2018","LINESTRING (-123.0995 49.28409, -123.0988 49.28408)"
"297791",vancouver,install,,NW Marine Dr,Sec Arterial,Collector,2017,Painted Lanes,2017,PL,"PL both sides, parking adjascent, installed 2017 sometime after 09/2017 according to satellite data. https://www.google.com/maps/@49.2744737,-123.2102091,3a,75y,100.51h,68.26t/data=!3m7!1e1!3m5!1sNelJBmkp5SaTFwwqP3AwNA!2e0!5s20181001T000000!7i16384!8i819",,,,,,,,,0.228075928149175,verify_install_date,Sept - Dec 2017,2017,PL,4,semester,,2017/09/01,2017-12-31,,,,,3,2,2017,,,2017_3,2017_2,,"2017","LINESTRING (-123.2057 49.2749, -123.2057 49.2749, -123.2085 49.27444, -123.2087 49.27444)"
"297879",vancouver,install,,W 67th Ave,Residential,Local,2017,Local Street,2017,LSB,,,,,,,,,Local Street,0.0497765735154877,verify_install_date,,2017,LSB,,,,,,,,,,,,2017,,,,,,"2017","LINESTRING (-123.1357 49.21081, -123.1364 49.21082)"
"297880",vancouver,install,,W 68th Ave,Residential,Local,2017,Local Street,2017,LSB,,,,,,,,,Local Street,0.113109569936253,verify_install_date,,2017,LSB,,,,,,,,,,,,2017,,,,,,"2017","LINESTRING (-123.1436 49.21056, -123.1452 49.21059)"
"297884",vancouver,install,,W 67th Ave,Residential,Local,2017,Local Street,2017,LSB,,,,,,,,,Local Street,0.0501465214813102,verify_install_date,,2017,LSB,,,,,,,,,,,,2017,,,,,,"2017","LINESTRING (-123.1281 49.2107, -123.1288 49.21071)"
"297889",vancouver,install,,Alder,Residential,Local,2018,Local Street,2018,LSB,,,,,,,,,Local Street,0.0533278173572369,verify_install_date,,2018,LSB,,,,,,,,,,,,2018,,,,,,"2018","LINESTRING (-123.1315 49.26066, -123.1315 49.26018)"
"297891",vancouver,install,,W 14th Ave,Residential,Local,2017,Local Street,2017,LSB,,,,,,,,,Local Street,0.142510263613421,verify_install_date,,2017,LSB,,,,,,,,,,,,2017,,,,,,"2017","LINESTRING (-123.1131 49.2587, -123.115 49.25873, -123.115 49.25873)"
"297893",vancouver,install,,W 18th Ave,Residential,Local,2013,Local Street,2013,LSB,,,,,,,,,Local Street,0.0254864377422544,verify_install_date,,2013,LSB,,,,,,,,,,,,2013,,,,,,"2013","LINESTRING (-123.1801 49.25646, -123.1797 49.25646)"
"297896",vancouver,install,,W 20th Ave,Residential,Local,2013,Local Street,2013,LSB,,,,,,,,,Local Street,0.0862098840220592,verify_install_date,,2013,LSB,,,,,,,,,,,,2013,,,,,,"2013","LINESTRING (-123.1778 49.25465, -123.1769 49.25464, -123.1767 49.25473)"
"297902",vancouver,upgrade1,,Cambie,Arterial,Arterial,2008,Painted Lanes,2008,None,,2012,PL,"Green paint added in 2012: https://www.google.com/maps/@49.2328532,-123.1161008,3a,75y,2.86h,82.87t/data=!3m7!1e1!3m5!1sEJFDea64vnbIleWbS0Rvwg!2e0!5s20140501T000000!7i13312!8i6656 .",,,,,,0.0502979466789601,verify_upgrade1_date,,2012,PL,,,,,,,,,,,,2012,,,,,,"2012","LINESTRING (-123.1165 49.227, -123.1165 49.22655)"
"297924",vancouver,upgrade1,,Knight St Bridge Off Ramp,Arterial,Arterial,1990,Protected Bike Lanes,1990,PL,"PL since pre-installation, one way road, upgraded to track around 2017 - https://www.google.com/maps/@49.2096094,-123.0769797,3a,75y,61.53h,72.87t/data=!3m7!1e1!3m5!1s5X_fDvRM3JihlkwSz1AXNQ!2e0!5s20070901T000000!7i3328!8i1664 . PL pre 2007:: https://www.",2017,None,"See that it becomes a shared multiuse track with pedestrians around 2017: https://www.google.com/maps/@49.2096022,-123.0770021,3a,50.9y,41.47h,82.24t/data=!3m7!1e1!3m5!1snMCiVCYz22iYCuXS71ez_A!2e0!5s20181001T000000!7i16384!8i8192 From google earth, see c",,,,,,0.282117901604475,verify_upgrade1_date,Fall 2017,2017,None,3,semester,,2017/09/01,2017-12-31,,,,,3,2,2017,,,2017_3,2017_2,,"2017","LINESTRING (-123.0745 49.21106, -123.0749 49.21079, -123.075 49.21067, -123.0752 49.21052, -123.0752 49.21052, -123.0754 49.21033, -123.0754 49.21033, -123.0756 49.21018, -123.0756 49.21018, -123.0757 49.21008, -123.0758 49.21006, -123.0759 49.21001, -123.0762 49.20993, -123.0763 49.20989, -123.0764 49.20988, -123.0764 49.20986, -123.0766 49.20983, -123.0767 49.20979, -123.0768 49.20974, -123.0768 49.20974, -123.0769 49.20969, -123.0769 49.20963, -123.077 49.20963, -123.077 49.20961, -123.077 49.20957, -123.0771 49.20954, -123.0771 49.2095, -123.0772 49.20944, -123.0772 49.20944, -123.0772 49.20939, -123.0772 49.20936)"
"297939",vancouver,install,,Upland Drive,Residential,Local,2012,Local Street,2012,LSB,,,,,,,,,Local Street,0.16313982738786,verify_install_date,,2012,LSB,,,,,,,,,,,,2012,,,,,,"2012","LINESTRING (-123.0689 49.2179, -123.0689 49.2179, -123.0689 49.2179, -123.0686 49.21798, -123.0682 49.21803, -123.0682 49.21803, -123.0679 49.21807, -123.0678 49.21807, -123.0676 49.21808, -123.0676 49.21808, -123.0666 49.21807)"
"297942",vancouver,install,,Upland Drive,Residential,Local,2012,Local Street,2012,LSB,,,,,,,,,Local Street,0.0574646989930416,verify_install_date,,2012,LSB,,,,,,,,,,,,2012,,,,,,"2012","LINESTRING (-123.0601 49.21798, -123.0593 49.21796)"
"297943",vancouver,install,,Upland Drive,Residential,Local,2012,Local Street,2012,LSB,,,,,,,,,Local Street,0.0538719067158283,verify_install_date,,2012,LSB,,,,,,,,,,,,2012,,,,,,"2012","LINESTRING (-123.062 49.21801, -123.0613 49.218)"
"297945",vancouver,install,,Upland Drive,Residential,Local,2012,Local Street,2012,LSB,,,,,,,,,Local Street,0.0434319903014724,verify_install_date,,2012,LSB,,,,,,,,,,,,2012,,,,,,"2012","LINESTRING (-123.0563 49.21784, -123.0563 49.21784, -123.0563 49.21783, -123.0562 49.21782, -123.0562 49.21781, -123.0562 49.21781, -123.0562 49.21781, -123.0562 49.2178, -123.0562 49.2178, -123.0561 49.21779, -123.0561 49.21777, -123.0561 49.21777, -123.0561 49.21776, -123.0561 49.21776, -123.0561 49.21775, -123.056 49.21774, -123.056 49.21772, -123.056 49.21772, -123.056 49.21771, -123.0559 49.21769, -123.0559 49.21768, -123.0559 49.21768, -123.0559 49.21767, -123.0558 49.21765, -123.0558 49.21765, -123.0558 49.21764, -123.0558 49.21763)"
"297946",vancouver,install,,Muirfield Drive,Residential,Local,2012,Local Street,2012,LSB,,,,,,,,,Local Street,0.0772832536280455,verify_install_date,,2012,LSB,,,,,,,,,,,,2012,,,,,,"2012","LINESTRING (-123.0558 49.21763, -123.0558 49.21762, -123.0558 49.2176, -123.0557 49.21759, -123.0557 49.21758, -123.0557 49.21757, -123.0557 49.21756, -123.0557 49.21755, -123.0557 49.21754, -123.0557 49.21754, -123.0556 49.21752, -123.0556 49.21752, -123.0556 49.2175, -123.0556 49.21748, -123.0556 49.21748, -123.0556 49.21746, -123.0555 49.21745, -123.0555 49.21745, -123.0555 49.21743, -123.0555 49.21741, -123.0555 49.21741, -123.0555 49.21739, -123.0555 49.21739, -123.0555 49.21737, -123.0554 49.21735, -123.0554 49.21735, -123.0554 49.21733, -123.0554 49.21731, -123.0554 49.21731, -123.0554 49.21729, -123.0554 49.21729, -123.0554 49.21727, -123.0553 49.21725, -123.0553 49.21722, -123.0553 49.21722, -123.0553 49.2172, -123.0553 49.21718, -123.0553 49.21718, -123.0553 49.21716, -123.0553 49.21716, -123.0553 49.21714, -123.0552 49.21712, -123.0552 49.21709, -123.0552 49.21709, -123.0552 49.21707, -123.0552 49.21706)"
"298002",vancouver,install,,Vine,Residential,Local,2013,Local Street,2013,LSB,,,,,,,,,Local Street,0.0525911775252899,verify_install_date,,2013,LSB,,,,,,,,,,,,2013,,,,,,"2013","LINESTRING (-123.1597 49.24126, -123.1597 49.24173)"
"298003",vancouver,install,,W 30th Ave,Residential,Local,2013,Local Street,2013,LSB,,,,,,,,,Local Street,0.0178498183177158,verify_install_date,,2013,LSB,,,,,,,,,,,,2013,,,,,,"2013","LINESTRING (-123.1653 49.24473, -123.1655 49.24481)"
"298009",vancouver,install,,Fleming,Residential,Local,2013,Local Street,2013,LSB,,,,,,,,,Local Street,0.0526841186908489,verify_install_date,,2013,LSB,,,,,,,,,,,,2013,,,,,,"2013","LINESTRING (-123.074 49.21811, -123.074 49.21811, -123.074 49.21855, -123.074 49.21855)"
"298010",vancouver,install,,Fleming,Residential,Local,2013,Local Street,2013,LSB,,,,,,,,,Local Street,0.059514935224656,verify_install_date,,2013,LSB,,,,,,,,,,,,2013,,,,,,"2013","LINESTRING (-123.074 49.21956, -123.074 49.21902)"
"298014",vancouver,install,,Todd,Residential,Local,2020,Local Street,2020,LSB,,,,,,,,,Local Street,0.0485811091645024,verify_install_date,,2020,LSB,,,,,,,,,,,,2020,,,,,,"2020","LINESTRING (-123.0461 49.24199, -123.0465 49.24162)"
"298015",vancouver,install,,Wales,Residential,Local,2020,Local Street,2020,LSB,,,,,,,,,Local Street,0.0557596194044003,verify_install_date,,2020,LSB,,,,,,,,,,,,2020,,,,,,"2020","LINESTRING (-123.0517 49.23385, -123.0517 49.23335)"
"298050",vancouver,install,,Dumfries,Residential,Local,2012,Local Street,2012,LSB,,,,,,,,,Local Street,0.0933994634563672,verify_install_date,,2012,LSB,,,,,,,,,,,,2012,,,,,,"2012","LINESTRING (-123.0741 49.23766, -123.0741 49.23766, -123.0741 49.23694, -123.0741 49.23682)"
"298052",vancouver,install,,E 15th Ave,Residential,Local,2012,Local Street,2012,LSB,,,,,,,,,Local Street,0.0202811189266463,verify_install_date,,2012,LSB,,,,,,,,,,,,2012,,,,,,"2012","LINESTRING (-123.0731 49.25649, -123.0728 49.25648, -123.0728 49.25648)"
"298058",vancouver,upgrade1,,Rupert,Sec Arterial,Collector,2009,Painted Lanes,2009,PL,"new paint markers added in 2018, but remains bike lane, no major upgrades since 2018. checked both north and south of E22Ave. https://www.google.com/maps/@49.2508852,-123.0337664,3a,75y,174.47h,65.34t/data=!3m7!1e1!3m5!1sUht4SxAgvLE3f81gxwzX8w!2e0!5s2018",2018,PL,"Added new paint markers in 2018, not major, same design, just new lines: https://www.google.com/maps/@49.2508852,-123.0337664,3a,75y,170.41h,65.05t/data=!3m7!1e1!3m5!1sUht4SxAgvLE3f81gxwzX8w!2e0!5s20180701T000000!7i16384!8i8195",,,,,,0.181030040948551,verify_upgrade1_date,,2018,PL,,,,,,,,,,,,2018,,,,,,"2018","LINESTRING (-123.0338 49.25479, -123.0338 49.254, -123.0338 49.25316)"
"298077",vancouver,install,,Discovery,Residential,Local,2013,Local Street,2013,LSB,,,,,,,,,Local Street,0.0482236743890824,verify_install_date,,2013,LSB,,,,,,,,,,,,2013,,,,,,"2013","LINESTRING (-123.203 49.26549, -123.203 49.26505)"
"298097",vancouver,install,,E 46th Ave,Residential,Local,2013,Local Street,2013,LSB,,,,,,,,,Local Street,0.321405445608516,verify_install_date,,2013,LSB,,,,,,,,,,,,2013,,,,,,"2013","LINESTRING (-123.0546 49.22848, -123.0572 49.22848, -123.0584 49.22849, -123.0591 49.22849)"
"298098",vancouver,install,,Killarney,Residential,Local,2013,Local Street,2013,LSB,,,,,,,,,Local Street,0.0503496718448269,verify_install_date,,2013,LSB,,,,,,,,,,,,2013,,,,,,"2013","LINESTRING (-123.0455 49.22885, -123.0455 49.2284)"
"298108",vancouver,install,,W 14th Ave,Residential,Local,2017,Local Street,2017,LSB,,,,,,,,,Local Street,0.141620126109944,verify_install_date,,2017,LSB,,,,,,,,,,,,2017,,,,,,"2017","LINESTRING (-123.12 49.25861, -123.122 49.25864)"
"298110",vancouver,install,,W 14th Ave,Residential,Local,2017,Local Street,2017,LSB,,,,,,,,,Local Street,0.172021590198355,verify_install_date,,2017,LSB,,,,,,,,,,,,2017,,,,,,"2017","LINESTRING (-123.1292 49.25876, -123.1315 49.2588)"
"298112",vancouver,install,,Burnaby,Residential,Local,2017,Local Street,2017,LSB,,,,,,,,,Local Street,0.140452239087864,verify_install_date,,2017,LSB,,,,,,,,,,,,2017,,,,,,"2017","LINESTRING (-123.136 49.2821, -123.1374 49.28298, -123.1374 49.28299)"
"298119",vancouver,upgrade1,,Smithe,Arterial,Arterial,2012,Protected Bike Lanes,2012,PL,"PL both sides: https://www.google.com/maps/@49.2836917,-123.125605,3a,75y,138.1h,75.39t/data=!3m7!1e1!3m5!1spcMQ7PuLsRoTi_oOc8grZQ!2e0!5s20140701T000000!7i13312!8i6656 Summer 2012 painting and signage installed: https://vancouver.ca/streets-transportatio",2021,PBL,"PBL-2 way, FALL 2021 included in sheet from prior student: https://www.google.com/maps/@49.2836514,-123.1256648,3a,32.4y,89.12h,83.4t/data=!3m8!1e1!3m6!1s68FrZWc5XvFUZD5pqwUYiQ!2e0!5s20220201T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2",,,,,,0.0874391363055134,verify_upgrade1_date,Fall 2021,2021,PBL,46,semester,,2021/09/01,2021-12-31,,,,,3,2,2021,,,2021_3,2021_2,,"2021","LINESTRING (-123.1244 49.28224, -123.1246 49.28235, -123.1246 49.28237, -123.1246 49.28237, -123.1246 49.28239, -123.1247 49.28241, -123.1247 49.28241, -123.1247 49.28242, -123.1247 49.28244, -123.1247 49.28244, -123.1247 49.28245, -123.1247 49.28246, -123.1248 49.28248, -123.1248 49.28249, -123.1248 49.2825, -123.1248 49.28252, -123.1248 49.28254, -123.1248 49.28254, -123.1248 49.28256, -123.1249 49.28258, -123.1249 49.28259, -123.1249 49.2826, -123.1249 49.28262, -123.1249 49.28264, -123.1249 49.28266, -123.1249 49.28266, -123.125 49.28268, -123.125 49.28268, -123.125 49.2827, -123.125 49.28272, -123.125 49.28274, -123.125 49.28276, -123.125 49.28276, -123.125 49.28279, -123.125 49.28279, -123.125 49.28281, -123.125 49.28281, -123.1251 49.28284, -123.1251 49.28285, -123.1251 49.28288, -123.1251 49.28288, -123.1251 49.28288)"
"298130",vancouver,install,,E 45th Ave,Residential,Local,2013,Local Street,2013,LSB,,,,,,,,,Local Street,0.050125000730614,verify_install_date,,2013,LSB,,,,,,,,,,,,2013,,,,,,"2013","LINESTRING (-123.0893 49.22914, -123.0893 49.22914, -123.0896 49.22915, -123.0899 49.22915, -123.09 49.22915, -123.09 49.22915)"
